id,name,speciality,address,city,state,zip,lat,lng
4043,COASTAL CAROLINA HOSPITAL,V,2375 Main Street,Palmer,MA,01069,42.2108564,-72.2448332
4044,"ST LUKE'S HOSPITAL AT THE VINTAGE, LLC",G,10725 Sunset Boulevard,Spencer,OK,73084,35.564321,-97.339423
4045,CENTRAL MICHIGAN COMMUNITY HOSPITAL,K,7681 Delridge Circle,Anchorage,AK,99507,61.151279,-149.827217
4046,AURORA WEST ALLIS MEDICAL CENTER,N,2426 East Onyx Trail,Fayetteville,AR,72701,36.065707,-94.1276125
4047,"MAYO CLINIC HEALTH SYSTEM - RED CEDAR, INC",O,523 10th Street,Greeley,CO,80631,40.4229185,-104.6865623
4048,PARKLAND MEDICAL CENTER,N,1650 Garland Avenue,Fayetteville,AR,72703,36.0845144,-94.1751065
4049,ST JUDE MEDICAL CENTER,N,8125 Glynnwood Drive,Montgomery,AL,36117,32.341844,-86.14093
4050,DAVIS COUNTY HOSPITAL,T,29 East Avenue,Colchester,VT,05446,44.551498,-73.161736
4051,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,V,9302 West 58th Avenue,Arvada,CO,80002,39.8010414,-105.1016134
4052,SALINAS VALLEY MEMORIAL HOSPITAL,B,4132 Northwest 57th Street,Oklahoma City,OK,73112,35.529164,-97.594155
4053,MERCY MED CTR OF OSHKOSH,R,1515 Chandlee Avenue,Panama City,FL,32405,30.176365,-85.666253
4054,WESTERN MEDICAL CENTER HOSP ANAHEIM,O,9119 Whispering Willow Way,Tampa,FL,33614,28.0363871,-82.5203646
4055,LEXINGTON MEMORIAL HOSPITAL INC,U,2027 North Shannon Drive,Fayetteville,AR,72703,36.0892622,-94.17333020000001
4056,EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR,Y,243 McKee Street,Manchester,CT,06040,41.765493,-72.54163
4057,UNIVERSITY HEALTH SYSTEM,Z,3770 North Front Street,Fayetteville,AR,72703,36.1183319,-94.1443548
4058,NEMAHA COUNTY HOSPITAL,Q,912 Locklayer Street,Nashville,TN,37208,36.1708271,-86.7919648
4059,GARFIELD COUNTY MEMORIAL HOSPITAL,T,460 Woodbridge Street,Manchester,CT,06042,41.7901797,-72.5061049
4060,UNITY HEALTH CENTER,K,2406 Brighton Drive,Louisville,KY,40205,38.217094,-85.66769599999999
4061,JACOBI MEDICAL CENTER,F,168 Partridge Hill Road,Charlton,MA,01507,42.1074662,-71.9277077
4062,ALTA VISTA REGIONAL HOSPITAL,L,262 Mitchell Street,Groton,CT,06340,41.350027,-72.07563900000001
4063,FRENCH HOSPITAL MEDICAL CENTER,A,614 East Duffy Lane,Savannah,GA,31401,32.0617289,-81.09023880000001
4064,HIGHLANDS CASHIERS HOSPITAL INC,X,222 Rockcrest Way,Louisville,KY,40245,38.2379634,-85.453469
4065,MEADVILLE MEDICAL CENTER,G,9222 Sandra Grace Road,Southport,FL,32409,30.317219,-85.615911
4066,OSCEOLA COMMUNITY HOSPITAL,Q,922 Judge Court East,West River,MD,20778,38.821736,-76.53151299999999
4067,WILLIAM BEAUMONT HOSPITAL,S,500 Revere Beach Boulevard,Revere,MA,02151,42.4282118,-70.9804188
4068,OHIO VALLEY GENERAL HOSPITAL,S,618 Ava Circle Northeast,Washington,DC,20017,38.949649,-76.997648
4069,HARFORD MEMORIAL HOSPITAL,N,38 Milford Street,Medway,MA,02053,42.144889,-71.440927
4070,FRANCISCAN ST MARGARET HEALTH - DYER,Z,523 10th Street,Greeley,CO,80631,40.4229185,-104.6865623
4071,PERRY COUNTY MEMORIAL HOSPITAL,V,22219 Panama City Beach Parkway,Panama City Beach,FL,32413,30.2620426,-85.96316709999999
4072,ST LUKES HOSPITAL,L,13 Breezy Palm Way,Savannah,GA,31406,31.994747,-81.06653399999999
4073,TAYLORVILLE MEMORIAL HOSPITAL,M,1613 Ensenada Way,Aurora,CO,80011,39.7422815,-104.762286
4074,DREW MEMORIAL HOSPITAL,Y,55 Armory Street,Quincy,MA,02169,42.2603503,-71.005144
4075,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,B,2845 Zelda Road,Montgomery,AL,36106,32.3602803,-86.2633893
4076,MORTON PLANT NORTH BAY HOSPITAL,N,100 East Joyce Boulevard,Fayetteville,AR,72703,36.1253411,-94.1551631
4077,ALEGENT HEALTH PLAINVIEW HOSPITAL,C,13066 North 56th Avenue,Glendale,AZ,85304,33.602739,-112.177602
4078,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,U,23128 Donalda Avenue,Port Charlotte,FL,33954,27.021049,-82.070155
4079,HOSPITAL OF ST RAPHAEL,Q,10202 Vista Drive,Cupertino,CA,95014,37.3254329,-122.026957
4080,ROWAN REGIONAL MEDICAL CENTER,S,5680 Eddins Road,Montgomery,AL,36117,32.3767837,-86.2055239
4081,ALICE HYDE MEDICAL CENTER,L,6398 Jellison Way,Arvada,CO,80004,39.8118489,-105.1121974
4082,MERCY MEDICAL CENTER,G,632 Belmar Drive,Edmond,OK,73025,35.7016024,-97.4912627
4083,ST MARKS HOSPITAL,R,200 Pheasant Avenue,Louisville,KY,40118,38.1134628,-85.76321279999999
4084,MAYHILL HOSPITAL,B,14525 South Brent Drive,Oklahoma City,OK,73170,35.3226609,-97.51312899999999
4085,SHERMAN HOSPITAL,Q,9 Thomas Street,Ashland,MA,01721,42.2674218,-71.4978718
4086,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,L,1417 Stoneykirk Road,Pelham,AL,35124,33.26972,-86.756497
4087,OKEENE MUNICIPAL HOSPITAL,I,2107 Elfen Glen,Van Buren,AR,72956,35.469752,-94.364987
4088,NATIONAL JEWISH HEALTH,I,1865 North Higley Road,Mesa,AZ,85205,33.449118,-111.7185263
4089,DOCTORS HOSPITAL,W,1508 Massachusetts Avenue Southeast,Washington,DC,20003,38.887255,-76.98318499999999
4090,YAVAPAI REGIONAL MEDICAL CENTER,Z,1313 North Road,Hinesburg,VT,05461,44.331066,-73.075272
4091,SOUTHWEST GENERAL HEALTH CENTER,Q,517 Wesley Avenue,Nashville,TN,37207,36.206561,-86.75554199999999
4092,MERCY MEDICAL CENTER-CENTERVILLE,X,20228 Crabtree Street,Anchorage,AK,99567,61.403202,-149.492236
4093,MEDICAL CENTER OF MANCHESTER,X,8509 Olde Gate,Montgomery,AL,36116,32.336725,-86.167559
4094,COLLINGSWORTH GENERAL HOSPITAL,U,1149 Darwin Street,Savannah,GA,31415,32.069096,-81.11547
4095,HUDSON HOSPITAL,O,16133 Hillsborough Boulevard,Port Charlotte,FL,33954,27.0328058,-82.1845786
4096,MARIAN COMMUNITY HOSPITAL,X,3819 Dartmouth Avenue,Nashville,TN,37215,36.115305,-86.839287
4097,RAPID CITY REGIONAL HOSPITAL,J,188 River Road,Essex,VT,05452,44.478846,-73.058294
4098,CENTRAL KANSAS MEDICAL CENTER,Z,9740 Rhythm Road,Midwest City,OK,73130,35.44392,-97.358334
4099,PHYSICIAN'S CARE SURGICAL HOSPITAL,R,1200 S Street,Anchorage,AK,99501,61.210528,-149.916739
4100,HENDRICK MEDICAL CENTER,N,19259 North 61st Drive,Glendale,AZ,85308,33.659422,-112.191284
4101,NORTH BALDWIN INFIRMARY,F,321 Kentucky Avenue Southeast,Washington,DC,20003,38.884752,-76.986463
4102,MILLCREEK COMMUNITY HOSPITAL,E,1404 James Way,Edgewater,MD,21037,38.8879642,-76.5100926
4103,HEALTHMARK REGIONAL MEDICAL CENTER,I,2715 Thornbrook Court,Odenton,MD,21113,39.06450299999999,-76.727459
4104,CAPITAL REGIONAL MEDICAL CENTER,X,4035 East 8th Street,Panama City,FL,32404,30.164226,-85.603905
4105,UPSON REGIONAL MEDICAL CENTER,M,1636 Briarview Court,Severn,MD,21144,39.12539599999999,-76.704015
4106,GATEWAY MEDICAL CENTER,B,25 Edwards Street,Manchester,CT,06042,41.7969434,-72.52201939999999
4107,FRISBIE MEMORIAL HOSPITAL,U,24 Amherst Drive,Manchester,CT,06042,41.808229,-72.47829999999999
4108,ADVOCATE SOUTH SUBURBAN HOSPITAL,G,9176 Ellis Way,Arvada,CO,80005,39.8624095,-105.1574648
4109,WESTCHESTER GENERAL HOSPITAL,J,269 Hugh Thomas Drive,Panama City,FL,32404,30.147651,-85.55634099999999
4110,MERCY HOSPITAL - CADILLAC,Z,3386 Sudlersville South,Laurel,MD,20724,39.089731,-76.81937599999999
4111,MISSION COMMUNITY HOSPITAL - PANORAMA,R,5161 Jefferson Boulevard,Louisville,KY,40219,38.1579108,-85.67098399999999
4112,ST ELIZABETH MEDICAL CENTER,A,8446 Coors Loop,Arvada,CO,80005,39.849403,-105.1536784
4113,BERLIN MEMORIAL HOSPITAL,P,9436 Briarlea Court,Montgomery,AL,36117,32.324039,-86.144651
4114,DESOTO MEMORIAL HOSPITAL,T,2204 7th Street Road,Louisville,KY,40208,38.218784,-85.7800649
4115,LEHIGH VALLEY HOSPITAL,C,145 Saint John Street,Manchester,CT,06040,41.7761106,-72.541949
4116,RICHLAND HSPTL,Z,6244 Sun River Drive,Sacramento,CA,95824,38.512894,-121.41258
4117,MONROE COUNTY HOSPITAL,Q,7431 Gilbert Road,Panama City,FL,32404,30.2797619,-85.52385749999999
4118,SOUTH FULTON MEDICAL CENTER,E,52 Oleary Drive,Manchester,CT,06040,41.7716925,-72.5521002
4119,FANNIN REGIONAL HOSPITAL,A,5302 1st Street Northwest,Washington,DC,20011,38.9547655,-77.0118986
4120,HIGHLANDS HOSPITAL,O,100 Lake Forest Drive,Montgomery,AL,36117,32.383714,-86.16060399999999
4121,MESA VIEW REGIONAL HOSPITAL,J,6630 MacArthur Boulevard,Oakland,CA,94605,37.7724559,-122.1773575
4122,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,Q,5 Little Deer Road,Groton,VT,05046,44.287112,-72.274204
4123,"CORTLAND REGIONAL MEDICAL CENTER, INC",P,856 Milton Street,Oakland,CA,94607,37.817176,-122.276749
4124,NEWTON MEMORIAL HOSPITAL,A,404 Middle Turnpike West,Manchester,CT,06040,41.7806361,-72.54140129999999
4125,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,Y,7613 Yule Court,Arvada,CO,80007,39.834511,-105.202472
4126,TOUCHETTE REGIONAL HOSPITAL INC,V,1309 Clay Avenue,Panama City,FL,32401,30.1729,-85.69342999999999
4127,YADKIN VALLEY COMMUNITY HOSPITAL,F,3612 Jim Robison Drive,Edmond,OK,73013,35.6196504,-97.4676195
4128,SHELBY REGIONAL MEDICAL CENTER,Y,3538 Albemarle Street Northwest,Washington,DC,20008,38.947617,-77.06859399999999
4129,NORTH MEMORIAL MEDICAL CENTER,N,2504 Longest Avenue,Louisville,KY,40204,38.239449,-85.7079849
4130,FRENCH HOSPITAL MEDICAL CENTER,L,5840 Eagle Circle,Montgomery,AL,36116,32.325512,-86.2287363
4131,EAST VALLEY HOSPITAL MEDICAL CENTER,C,1631 Madison Avenue,Montgomery,AL,36107,32.3808099,-86.28537299999999
4132,BURNETT MED CTR,E,9134 Brook Park Drive,Montgomery,AL,36117,32.3076534,-86.1451185
4133,EVANSTON HOSPITAL,T,517 Retford Drive,Severna Park,MD,21146,39.086405,-76.580855
4134,STONEWALL JACKSON MEM HOSP,D,1544 Kenilworth Avenue Northeast,Washington,DC,20019,38.9109476,-76.9349666
4135,HALIFAX REGIONAL MEDICAL CENTER INC,Q,24 Lambert Street,Medford,MA,02155,42.4235908,-71.093309
4136,WILLIS KNIGHTON MEDICAL CENTER,I,3722 Kisling Loop,Tyndall Air Force Base,FL,32403,30.1048481,-85.65097360000001
4137,WOODLAND HEIGHTS MEDICAL CENTER,C,24020 Reese Road,Anchorage,AK,99567,61.42591189999999,-149.434318
4138,SUMNER REGIONAL MEDICAL CENTER,H,1108 Slater Street,Santa Rosa,CA,95404,38.451184,-122.715459
4139,SALINE MEMORIAL HOSPITAL,L,4601 Reka Drive,Anchorage,AK,99508,61.20430280000001,-149.7948294
4140,CORDOVA COMMUNITY MEDICAL CENTER,S,1217 Bay Street,Tybee Island,GA,31328,32.0222005,-80.8587482
4141,ASPIRUS GRAND VIEW HOSPITAL,H,8 Village Circle,Randolph,VT,05060,43.927687,-72.65563
4142,STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP,C,81 Reynolds Drive,Colchester,VT,05446,44.502678,-73.19700399999999
4143,UHHS BEDFORD MEDICAL CENTER,N,67 Steeplechase Drive,Manchester,CT,06040,41.742648,-72.53360599999999
4144,THE MCDOWELL HOSPITAL,E,7681 Delridge Circle,Anchorage,AK,99507,61.151279,-149.827217
4145,MERCY FRANCISCAN HOSPITAL WESTERN HILLS,Z,2732 Humboldt Avenue,Oakland,CA,94602,37.7906226,-122.2090177
4146,VIDANT BEAUFORT HOSPITAL,S,2708 Mabel Street,Berkeley,CA,94702,37.857695,-122.284908
4147,REAGAN MEMORIAL HOSPITAL,N,17020 West 64th Drive,Arvada,CO,80007,39.8131034,-105.1914804
4148,HARFORD MEMORIAL HOSPITAL,V,1909 Wainwright Avenue,Panama City,FL,32405,30.183868,-85.722174
4149,OLATHE MEDICAL CENTER,A,1601 East 19th Street,Edmond,OK,73013,35.635514,-97.458704
4150,"NORTHEAST GEORGIA MEDICAL CENTER, INC",Z,508 Baker Street,Norman,OK,73072,35.224961,-97.51696299999999
4151,PHOENIX INDIAN MEDICAL CENTER,J,16820 Coronado Street,Anchorage,AK,99577,61.32516339999999,-149.5681289
4152,MEMORIAL HOSPITAL LOS BANOS,K,33 Pond Avenue,Brookline,MA,02445,42.33094200000001,-71.1145331
4153,MEADE DISTRICT HOSPITAL,Q,1817 Southeast 14th Street,Moore,OK,73160,35.325318,-97.46040099999999
4154,PHELPS MEMORIAL HEALTH CENTER,V,406 East Waldburg Street,Savannah,GA,31401,32.064691,-81.092321
4155,SAINT ANTHONY MEDICAL CENTER,I,513 10th Street Southeast,Washington,DC,20003,38.8822501,-76.9926471
4156,WOMEN AND CHILDREN'S HOSPITAL AT LAKE CHARLES,Z,712 Parkside Place Northeast,Washington,DC,20019,38.90056149999999,-76.94897189999999
4157,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",O,174 Village Lake Drive,Pooler,GA,31322,32.137225,-81.261607
4158,PROVIDENCE VALDEZ MEDICAL CENTER,K,408 Pine Street,Bloomingdale,GA,31302,32.123381,-81.300556
4159,HAWAII MEDICAL CENTER WEST,I,2900 North Western Avenue,Edmond,OK,73012,35.687568,-97.53227299999999
4160,MEMORIAL MEDICAL CTR,R,3516 North Virginia Avenue,Oklahoma City,OK,73118,35.506105,-97.54442800000001
4161,TILDEN COMMUNITY HOSPITAL,B,841 Whittier Hill Road,,VT,05647,44.391445,-72.30940199999999
4162,GOOD SAMARITAN HOSPITAL,Y,2032 Gorgas Street,Montgomery,AL,36106,32.357466,-86.27658699999999
4163,BRADFORD REGIONAL MEDICAL CENTER,O,1852 Cherry Road,Annapolis,MD,21409,39.004722,-76.44483
4164,"OKLAHOMA SURGICAL HOSPITAL, LLC",C,6418 Iris Way,Arvada,CO,80004,39.813257,-105.10886
4165,GARFIELD MEDICAL CENTER,D,600 12th Avenue South,Nashville,TN,37203,36.1511457,-86.783423
4166,MAINE GENERAL MEDICAL CENTER,V,171 Brickhill Circle,Pooler,GA,31322,32.175349,-81.25099
4167,COPPER BASIN MEDICAL CENTER,U,1101 Lotus Avenue,Glen Burnie,MD,21061,39.191982,-76.6525659
4168,BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,H,105 French Run Road,Savannah,GA,31404,32.059471,-81.040477
4169,"PIONEER HEALTH SERVICES OF PATRICK COUNTY,INC",V,4920 Quonset Drive,Sacramento,CA,95820,38.530987,-121.417033
4170,MILLINOCKET REGIONAL HOSPITAL,O,435 Porter Lake Drive,Springfield,MA,01106,42.0712181,-72.5562459
4171,BEDFORD MEMORIAL HOSPITAL,H,3413 Pheasant Run Road,Norman,OK,73072,35.2350656,-97.492398
4172,CORCORAN DISTRICT HOSPITAL,S,1701 Atlantic Street,Union City,CA,94587,37.602458,-122.046613
4173,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,J,1428 Flatwood Court,Crofton,MD,21114,39.014438,-76.694666
4174,UPMC BEDFORD,B,10841 Sutter Circle,Sutter Creek,CA,95685,38.378499,-120.775775
4175,MEMORIAL  MEDICAL CENTER,A,5630 Silverado Way,Anchorage,AK,99518,61.1695128,-149.8896842
4176,RUSH FOUNDATION HOSPITAL,N,1558 Goodfellow Road,Groton,VT,05046,44.239583,-72.21828599999999
4177,POPLAR BLUFF REGIONAL MEDICAL CENTER,X,205 Homestead Street,Manchester,CT,06042,41.7890898,-72.5312538
4178,GALESBURG COTTAGE HOSPITAL,Y,4350 Woodley Square,Montgomery,AL,36116,32.3269325,-86.26953189999999
4179,OKEENE MUNICIPAL HOSPITAL,T,435 Benita Drive,Nashville,TN,37211,36.092208,-86.717649
4180,ST MARY'S OF MICHIGAN MEDICAL CENTER,Y,501 West Maple Street,Fayetteville,AR,72701,36.069956,-94.1653645
4181,CARO COMMUNITY HOSPITAL,G,14 Hillside Terrace,Richford,VT,05476,45.002669,-72.65934399999999
4182,SPRING VALLEY HOSPITAL MEDICAL CENTER,Q,171 Tolland Turnpike,Manchester,CT,06042,41.812844,-72.513702
4183,GRANDE RONDE HOSPITAL,Y,86 Russell Street,Manchester,CT,06040,41.77985700000001,-72.525724
4184,SAN DIMAS COMMUNITY HOSPITAL,M,1532 Milvia Street,Berkeley,CA,94709,37.8792662,-122.2715332
4185,CAROLINAS MEDICAL CENTER-NORTHEAST,S,269 Park Street,North Reading,MA,01864,42.57268,-71.09888800000002
4186,NORTH COLORADO MEDICAL CENTER,A,3 Hawser Way,Port Wentworth,GA,31407,32.195628,-81.20426499999999
4187,SAN GORGONIO MEMORIAL HOSPITAL,R,100 Fenwick Village Drive,Savannah,GA,31419,32.0244412,-81.23017689999999
4188,CHEYENNE VA MEDICAL CENTER,C,4 Glen Circle,Glen Burnie,MD,21060,39.157751,-76.60633399999999
4189,CALAIS REGIONAL HOSPITAL,K,88 Florence Street,New Bedford,MA,02740,41.635666,-70.9444673
4190,NORTH ADAMS REGIONAL HOSPITAL,F,6721 Boundary Run,Nashville,TN,37221,36.087655,-87.006136
4191,MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY,X,4960 Paddock Club Drive,Montgomery,AL,36116,32.3193739,-86.213038
4192,REGINA MEDICAL CENTER,A,406 North Hammonds Ferry Road,Linthicum Heights,MD,21090,39.212529,-76.662395
4193,GALICHIA HEART HOSPITAL LLC,Z,3528 Seasons Drive,Nashville,TN,37013,36.071135,-86.59973500000001
4194,COZBY-GERMANY HOSPITAL,H,327 Fairway Boulevard,Panama City Beach,FL,32407,30.216785,-85.84494699999999
4195,MCPHERSON HOSPITAL INC,S,4032 Windwood Lane,Nashville,TN,37214,36.130924,-86.6350269
4196,MEMORIAL HOSPITAL,E,31770 Alvarado Boulevard,Union City,CA,94587,37.5927298,-122.071967
4197,FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE,S,5707 Whispering Hills Boulevard,Louisville,KY,40219,38.1478409,-85.6538547
4198,UNION HOSPITAL CLINTON,N,6718 Keithley Road,Panama City,FL,32404,30.2843982,-85.5390632
4199,GOOD SAMARITAN HOSPITAL,Q,4607 Artelia Drive,Nashville,TN,37013,36.071468,-86.675555
4200,ARROWHEAD REGIONAL MEDICAL CENTER,X,6223 Kilmer Loop,Arvada,CO,80403,39.806769,-105.1718784
4201,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,H,4807 North Grove Avenue,Warr Acres,OK,73122,35.5203601,-97.6147122
4202,BATTLE CREEK VA MEDICAL CENTER,J,5123 Ewell Street,Savannah,GA,31405,32.03543,-81.129386
4203,MERCY HOSPITAL,L,328 17th Street,Paso Robles,CA,93446,35.629985,-120.702516
4204,TRINITY HOSPITALS,H,1350 Exley Street,Savannah,GA,31415,32.0858238,-81.11530499999999
4205,CENTRAL VERMONT MEDICAL CENTER,A,932 Northwest 20th Street,Moore,OK,73160,35.3563709,-97.5080011
4206,GARDEN COUNTY HEALTH SERVICES,S,205 North Henderson Bend Road Northwest,Calhoun,GA,30701,34.536625,-84.940567
4207,MERCY GILBERT MEDICAL CENTER,Y,840 River Crest Court,Louisville,KY,40206,38.2699863,-85.7023695
4208,"HOSPITAL PAVIA HATO REY, INC",Y,3810 Camp Ground Road,Louisville,KY,40211,38.2132774,-85.8304088
4209,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,S,17 West 26th Circle,Fayetteville,AR,72701,36.033699,-94.15958800000001
4210,GORDON MEMORIAL HOSPITAL DISTRICT,W,1418 Paddocks Court,Crownsville,MD,21032,39.05389,-76.623632
4211,SIERRA VISTA REGIONAL HEALTH CENTER INC,Y,938 Elkridge Landing Road,Linthicum Heights,MD,21090,39.2035659,-76.6861669
4212,GALESBURG COTTAGE HOSPITAL,L,819 Beazer Lane,Nashville,TN,37013,36.047018,-86.642849
4213,CHRISTIAN HOSPITAL NORTHEAST,Q,68 Princeton Street,Manchester,CT,06042,41.785992,-72.51134499999999
4214,NORTHWEST HILLS SURGICAL HOSPITAL,R,178 Phillips Road,Bourne,MA,02532,41.791961,-70.520675
4215,ST VINCENT MORRILTON,C,5104 West Tierra Buena Lane,Glendale,AZ,85306,33.62898759999999,-112.168811
4216,MONROE COUNTY HOSPITAL,S,11941 West 58th Avenue,Arvada,CO,80002,39.8020935,-105.1321102
4217,GUTHRIE COUNTY HOSPITAL,H,4594 Champagne Drive,Fayetteville,AR,72703,36.133323,-94.073533
4218,ATOKA COUNTY MEDICAL CENTER,X,6514 West Golden Lane,Glendale,AZ,85302,33.565425,-112.199789
4219,BEAUFORT COUNTY MEMORIAL HOSPITAL,C,5209 North Dewey Avenue,Oklahoma City,OK,73118,35.5236238,-97.5221829
4220,FRYE REGIONAL MEDICAL CENTER,Y,1 Blue Jay Terrace,Wareham,MA,02571,41.74742699999999,-70.71033299999999
4221,SETON HEALTH SYSTEM-ST MARY'S CAMPUS,V,13525 West Stella Lane,Litchfield Park,AZ,85340,33.528206,-112.350848
4222,D W MCMILLAN MEMORIAL HOSPITAL,S,400 US Highway 98,Mexico Beach,FL,32456,29.93284599999999,-85.3967289
4223,KAISER FOUNDATION HOSPITAL - LOS ANGELES,Y,664 Irving Street Northwest,Washington,DC,20010,38.928737,-77.022661
4224,MADISON COMMUNITY HOSPITAL - CRITICAL ACCESS HOSP,Z,5458 Zephyr Court,Arvada,CO,80002,39.796439,-105.0852888
4225,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,Q,5950 West Missouri Avenue,Glendale,AZ,85301,33.5180142,-112.1891119
4226,BEACHAM MEMORIAL HOSPITAL,H,11655 West 81st Avenue,Arvada,CO,80005,39.84356820000001,-105.1297584
4227,MUNICIPAL HOSPITAL AND GRANITE MANOR,N,2715 Thornbrook Court,Odenton,MD,21113,39.06450299999999,-76.727459
4228,WEST BOCA MEDICAL CENTER,S,5396 North Reese Avenue,Fresno,CA,93722,36.815278,-119.864119
4229,MARCUM AND WALLACE MEMORIAL HOSPITAL,Y,184 Oak Street,Foxborough,MA,02035,42.06659399999999,-71.215166
4230,SAUK PRAIRIE MEM HSPTL,L,2237 Northwest 18th Street,Oklahoma City,OK,73107,35.4882133,-97.5513414
4231,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,C,2086 Hillside Drive,San Leandro,CA,94577,37.7238372,-122.1334006
4232,RUTLAND REGIONAL MEDICAL CENTER,X,12091 Mierkey Road,Jackson,CA,95642,38.385803,-120.670509
4233,TEXAS SPINE AND JOINT HOSPITAL,Z,4604 West 19th Court,Panama City,FL,32405,30.184328,-85.720681
4234,FISHERMEN'S HOSPITAL,U,112 3rd Street Northeast,Washington,DC,20002,38.89138,-77.002346
4235,MERCY HOSPITAL,T,196 Ruth Street,Farmington,AR,72730,36.045747,-94.23354599999999
4236,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,J,26334 Adrian Avenue,Hayward,CA,94545,37.636421,-122.102691
4237,LAKESIDE WOMEN'S HOSPITAL,N,8505 Waters Avenue,Savannah,GA,31406,31.9901877,-81.1070672
4238,KAISER FOUNDATION HOSPITAL - SOUTH BAY,G,386 Pratt Road,,VT,05033,43.9667699,-72.122581
4239,MULTICARE GOOD SAMARITAN HOSPITAL,G,31 Hills Point Road,Charlotte,VT,05445,44.335754,-73.280121
4240,MOSES-LUDINGTON HOSPITAL,Z,110 Oxford Road,Savannah,GA,31419,31.959949,-81.155259
4241,ROBINSON MEMORIAL HOSPITAL,U,13066 North 56th Avenue,Glendale,AZ,85304,33.602739,-112.177602
4242,SOUTH BIG HORN COUNTY CRITICAL ACCESS HOSPITAL,T,1509 Hadley Avenue,Nashville,TN,37138,36.254631,-86.64751299999999
4243,OLYMPIA MEDICAL CENTER,T,26334 Adrian Avenue,Hayward,CA,94545,37.636421,-122.102691
4244,MEMORIAL HOSPITAL OF CARBONDALE,G,38252 Farwell Drive,Fremont,CA,94536,37.5376257,-122.0104815
4245,EAST TEXAS MEDICAL CENTER - FAIRFIELD,L,8315 Surf Drive,Panama City Beach,FL,32408,30.163458,-85.785449
4246,KIMBALL MEDICAL CENTER,C,6016 Northwest 27th Street,Oklahoma City,OK,73127,35.497661,-97.62427079999999
4247,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,D,8569 Vermont 9,Woodford,VT,05201,42.89056000000001,-73.029701
4248,GOOD SAMARITAN REGIONAL HLTH CENTER,Q,266 South J Street,Livermore,CA,94550,37.6805701,-121.7680214
4249,UNIVERSITY OF MISSOURI HEALTH CARE,S,2522 South College Drive,Fayetteville,AR,72701,36.036231,-94.15833099999999
4250,SAUNDERS MEDICAL CENTER,H,332 Stafford Road,Fall River,MA,02721,41.6842325,-71.15784359999999
4251,NORTHEAST REGIONAL MEDICAL CENTER,Y,24 Norman Street,Salem,MA,01970,42.520197,-70.896807
4252,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,R,10304 North 179th Drive,Waddell,AZ,85355,33.5780134,-112.4458901
4253,CAMC TEAYS VALLEY HOSPITAL,S,1100 West Bowen Boulevard,Fayetteville,AR,72703,36.105624,-94.00801
4254,SOUTHWESTERN VERMONT MEDICAL CENTER,V,95 Forest Avenue,Brockton,MA,02301,42.07253410000001,-71.0232996
4255,FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,S,1914 Stratford Downs Drive,Montgomery,AL,36117,32.3544811,-86.211
4256,PHOENIX INDIAN MEDICAL CENTER,Q,11507 East Neville Avenue,Mesa,AZ,85209,33.366249,-111.5858266
4257,TOMAH VA MEDICAL CENTER,D,8243 Daniels Purchase Way,Millersville,MD,21108,39.115888,-76.64139899999999
4258,SUMMA WESTERN RESERVE HOSPITAL,C,3708 Fort Lincoln Drive Northeast,Washington,DC,20018,38.922628,-76.9529694
4259,THEDA CLARK MED CTR,Q,1987 Boxer Court,San Lorenzo,CA,94580,37.670738,-122.147019
4260,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,L,612 E Street,Marysville,CA,95901,39.1416756,-121.5911593
4261,HOWARD UNIVERSITY HOSPITAL,M,880 General George Patton Road,Nashville,TN,37221,36.066698,-86.945662
4262,STORY COUNTY HOSPITAL,U,46 Deslauriers Street,Chicopee,MA,01020,42.1855005,-72.5733508
4263,ADVENTIST MEDICAL CENTER,C,2076 North Crossover Road,Fayetteville,AR,72703,36.0890802,-94.12149649999999
4264,NORTHWEST COMMUNITY HOSPITAL,W,2849 Leawood Drive,Anchorage,AK,99502,61.135811,-149.931734
